,bachat,current_price,link,name,original_price,title
119,57% off,₹558,/metronaut-men-solid-formal-white-shirt/p/itmfdpvpyfas6tk9?pid=SHTFDPVPZXEZ6EZU&lid=LSTSHTFDPVPZXEZ6EZULWXUTO&marketplace=FLIPKART&srno=s_3_120&otracker=search&otracker1=search&fm=organic&iid=en_LaYGmRB9tNeoMqTNa%2F%2FUi4Yx7HXeso%2FP8FIxcpq87W%2B5UqGOta1B4cxYyzb60L0fg%2FzEWgCb6iPsyqWI7MSCeQ%3D%3D&ssid=8alpn5190g0000001580561287923&qH=514ca2b2d46ccf67,Metronaut,"₹1,299",Men Solid Formal Spread Shirt
120,73% off,₹497,/vero-lie-men-color-block-casual-white-shirt/p/itmdd4c1f339b872?pid=SHTFMY5ZAXP6NDQZ&lid=LSTSHTFMY5ZAXP6NDQZB0TTYA&marketplace=FLIPKART&srno=s_4_121&otracker=search&otracker1=search&fm=organic&iid=f050df87-0c6e-4168-9ca4-0a8de8e2f399.SHTFMY5ZAXP6NDQZ.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,VERO LIE,"₹1,888",Men Color Block Casual Button Down Shirt
121,48% off,₹519,/highlander-men-solid-casual-black-shirt/p/itmfdfd8qkybzadm?pid=SHTEH5HTHYSBKGGD&lid=LSTSHTEH5HTHYSBKGGDXSLDEB&marketplace=FLIPKART&srno=s_4_122&otracker=search&otracker1=search&fm=organic&iid=625f8ea0-9202-4dba-9889-5be0c552aa46.SHTEH5HTHYSBKGGD.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Highlander,₹999,Men Solid Casual REGULAR Shirt
122,55% off,₹989,/wrogn-men-checkered-casual-multicolor-shirt/p/itm75828ca93cb61?pid=SHTFHX5HHR4ZRG8W&lid=LSTSHTFHX5HHR4ZRG8WGEIDOQ&marketplace=FLIPKART&srno=s_4_123&otracker=search&otracker1=search&fm=organic&iid=2a94706f-5082-43b8-acd3-245340a9dc4b.SHTFHX5HHR4ZRG8W.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,WROGN,"₹2,199",Men Checkered Casual Spread Shirt
123,45% off,₹549,/shivay-creation-men-solid-casual-white-shirt/p/itmf8bcu2ygdxydt?pid=SHTF8B6UYSZEGN2C&lid=LSTSHTF8B6UYSZEGN2CKKA5PB&marketplace=FLIPKART&srno=s_4_124&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5Ix6ZQT5sQIU7VkwSOm4UWiy1IPc2BA2HF79pX6qtST0OQ%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,shivay creation,₹999,Men Solid Casual Spread Shirt
124,58% off,₹350,/gritstones-men-solid-casual-green-shirt/p/itmf3x6tdh38adg3?pid=SHTF39CRTDGNYC25&lid=LSTSHTF39CRTDGNYC25UQIZOO&marketplace=FLIPKART&srno=s_4_125&otracker=search&otracker1=search&fm=organic&iid=642014a6-ec6b-4b2a-82c1-cdc03b4deefc.SHTF39CRTDGNYC25.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Gritstones,₹849,Men Solid Casual Mandarin Shirt
125,72% off,₹432,/base-41-men-checkered-casual-light-blue-shirt/p/itmfg3499mdhwmhu?pid=SHTFGFAHZB7BCVDE&lid=LSTSHTFGFAHZB7BCVDEAXZNRK&marketplace=FLIPKART&srno=s_4_126&otracker=search&otracker1=search&fm=organic&iid=99086be6-f4ff-409d-a4af-003aafe77339.SHTFGFAHZB7BCVDE.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,BASE 41,"₹1,599",Men Checkered Casual Spread Shirt
126,64% off,₹460,/nahiko-men-colorblocked-casual-red-shirt/p/itmfbzemkgdyykxd?pid=SHTFBYUA5FV8QFZZ&lid=LSTSHTFBYUA5FV8QFZZNLBUVM&marketplace=FLIPKART&srno=s_4_127&otracker=search&otracker1=search&fm=organic&iid=9b74aad7-3d40-462f-ab7b-6f8951c30d47.SHTFBYUA5FV8QFZZ.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Nahiko,"₹1,299",Men Colorblocked Casual Spread Shirt
127,70% off,₹386,/el-senor-men-solid-casual-white-shirt/p/itm6cea6fee6420b?pid=SHTFNA6YZANMFFEN&lid=LSTSHTFNA6YZANMFFENNZICGL&marketplace=FLIPKART&srno=s_4_128&otracker=search&otracker1=search&fm=organic&iid=da0da7da-7e80-43ff-92a4-8c7534751881.SHTFNA6YZANMFFEN.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,el senor,"₹1,299",Men Solid Casual Spread Shirt
128,43% off,₹569,/highlander-men-checkered-casual-multicolor-shirt/p/itmfekrxsmnerr6z?pid=SHTEZUPHKNEQUMRF&lid=LSTSHTEZUPHKNEQUMRFQTDMQR&marketplace=FLIPKART&srno=s_4_129&otracker=search&otracker1=search&fm=organic&iid=c0a133a4-3971-4da7-a70a-c962b7016546.SHTEZUPHKNEQUMRF.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Highlander,₹999,Men Checkered Casual Spread Shirt
129,51% off,₹587,/5th-anfold-men-solid-formal-dark-blue-shirt/p/itmf6sxywydkyd5f?pid=SHTEYDDQ4HYMFCPG&lid=LSTSHTEYDDQ4HYMFCPGIMDAZJ&marketplace=FLIPKART&srno=s_4_130&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5Iy6qlIX7Lo9Ts1LH%2BpvIGM%2FB0UWdpXMIqS0vVc4ASJGEg%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,5th Anfold,"₹1,199",Men Solid Formal Slim Shirt
130,79% off,₹398,/u-turn-men-solid-casual-light-green-shirt/p/itmadb051a5c2eb9?pid=SHTFMY33TN5MW45F&lid=LSTSHTFMY33TN5MW45FKZEY7B&marketplace=FLIPKART&srno=s_4_131&otracker=search&otracker1=search&fm=organic&iid=9fc5c4de-7f40-4b0b-832c-c58b0ebffa6e.SHTFMY33TN5MW45F.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,U TURN,"₹1,899",Men Solid Casual Mandarin Shirt
131,50% off,₹949,/peter-england-men-solid-formal-blue-shirt/p/itm541ff4f97f3ff?pid=SHTFJFUJPMMYRZTB&lid=LSTSHTFJFUJPMMYRZTBHTVRVM&marketplace=FLIPKART&srno=s_4_132&otracker=search&otracker1=search&fm=organic&iid=53d3c472-d043-4f3e-8939-6bb982c3002b.SHTFJFUJPMMYRZTB.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Peter England,"₹1,899",Men Solid Formal Shirt
132,60% off,₹639,/roadster-men-self-design-casual-brown-shirt/p/itm5f173da0f9133?pid=SHTFKKAPYYFSCBFU&lid=LSTSHTFKKAPYYFSCBFUAFWFTE&marketplace=FLIPKART&srno=s_4_133&otracker=search&otracker1=search&fm=organic&iid=f427acaa-1aee-489c-822f-42f6405ddfc4.SHTFKKAPYYFSCBFU.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Roadster,"₹1,599",Men Self Design Casual Spread Shirt
133,47% off,"₹1,049",/ducati-men-solid-casual-blue-shirt/p/itmf7g3nhastsefd?pid=SHTF7G3NZCZATWGP&lid=LSTSHTF7G3NZCZATWGP77LMBY&marketplace=FLIPKART&srno=s_4_134&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5IwUM4WwZKHEqASJbaFAyItpXUoTG9weQSIxut%2BUcUxHYQ%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Ducati,"₹1,999",Men Solid Casual Shirt
134,40% off,₹599,/shopybucket-men-solid-party-white-shirt/p/itmf7am7tqk3kudp?pid=SHTF79QZZ4WHB3UN&lid=LSTSHTF79QZZ4WHB3UNW7NOFY&marketplace=FLIPKART&srno=s_4_135&otracker=search&otracker1=search&fm=organic&iid=6017cc0c-ccd6-4aa9-bd5b-d19211e71a13.SHTF79QZZ4WHB3UN.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,ShopyBucket,₹999,Men Solid Party Shirt
135,66% off,₹534,/metronaut-men-solid-casual-white-shirt/p/itmfcuz7mkxkzrtx?pid=SHTFCUZYPPFDTYYE&lid=LSTSHTFCUZYPPFDTYYEWXQHWO&marketplace=FLIPKART&srno=s_4_136&otracker=search&otracker1=search&fm=organic&iid=a19e918b-c7ef-4df8-8426-95a504e856ce.SHTFCUZYPPFDTYYE.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Metronaut,"₹1,599",Men Solid Casual Spread Shirt
136,66% off,₹539,/trendz-mafatlal-men-printed-casual-blue-grey-shirt/p/itmfg4wnfmhfyunv?pid=SHTFG4MH5MWHQGYP&lid=LSTSHTFG4MH5MWHQGYPDKEKCP&marketplace=FLIPKART&srno=s_4_137&otracker=search&otracker1=search&fm=organic&iid=65287219-ac76-4a32-8888-466d7e6eca65.SHTFG4MH5MWHQGYP.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Trendz by Mafatlal,"₹1,599",Men Printed Casual Spread Shirt
137,62% off,₹566,/fubar-men-striped-casual-purple-shirt/p/itmfd7fqvvjgxvp2?pid=SHTFD6SZZVXYFGV8&lid=LSTSHTFD6SZZVXYFGV8SMPCM1&marketplace=FLIPKART&srno=s_4_138&otracker=search&otracker1=search&fm=organic&iid=d81fa241-7477-411d-ae00-538f4e9b139a.SHTFD6SZZVXYFGV8.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,FUBAR,"₹1,499",Men Striped Casual Mandarin Shirt
138,62% off,₹379,/fabtag-deeksha-men-solid-casual-black-shirt/p/itmf4uvuqzcgxq8z?pid=SHTF4UT4GUFGXSYG&lid=LSTSHTF4UT4GUFGXSYG7VDAIH&marketplace=FLIPKART&srno=s_4_139&otracker=search&otracker1=search&fm=organic&iid=7dbdc797-2980-47e2-aec7-ae12099c7a25.SHTF4UT4GUFGXSYG.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,FabTag - Deeksha,₹999,Men Solid Casual Button Down Shirt
139,67% off,₹461,/metronaut-men-striped-casual-dark-blue-shirt/p/itmfhffhtnc9hcrg?pid=SHTFHFFHZJYPFBGJ&lid=LSTSHTFHFFHZJYPFBGJE8NBTR&marketplace=FLIPKART&srno=s_4_140&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5Iw%2BAwgAAzAozlI%2FEpX9TglRWCt%2FpqXf86zewMS2RISWmQ%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Metronaut,"₹1,399",Men Striped Casual Shirt
140,77% off,₹493,/duenite-men-floral-print-casual-light-green-shirt/p/itmd505669c2c780?pid=SHTFNV49GSRQMZ95&lid=LSTSHTFNV49GSRQMZ95JO7IT7&marketplace=FLIPKART&srno=s_4_141&otracker=search&otracker1=search&fm=organic&iid=d94f0e50-2afa-4bcf-a1fa-a742dcdbe102.SHTFNV49GSRQMZ95.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Duenite,"₹2,222",Men Floral Print Casual Shirt
141,79% off,₹398,/u-turn-men-solid-casual-blue-shirt/p/itm2beed27452555?pid=SHTFA9F68G3X8NUS&lid=LSTSHTFA9F68G3X8NUSXWLLGW&marketplace=FLIPKART&srno=s_4_142&otracker=search&otracker1=search&fm=organic&iid=ad82cf4f-522a-4fd1-807e-4e441b798ab4.SHTFA9F68G3X8NUS.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,U TURN,"₹1,899",Men Solid Casual Mandarin Shirt
142,58% off,₹538,/nahiko-men-solid-casual-white-shirt/p/itmfdewy6q9rb3kz?pid=SHTFDDMZGJG5RHG6&lid=LSTSHTFDDMZGJG5RHG6YPNZIL&marketplace=FLIPKART&srno=s_4_143&otracker=search&otracker1=search&fm=organic&iid=97c41739-8f15-49dd-a246-8b94d019169e.SHTFDDMZGJG5RHG6.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Nahiko,"₹1,299",Men Solid Casual Mandarin Shirt
143,57% off,₹599,/metronaut-men-self-design-formal-grey-shirt/p/itmfh579c3nzuqwg?pid=SHTFH579N6R3JZ9Q&lid=LSTSHTFH579N6R3JZ9QPXDPK5&marketplace=FLIPKART&srno=s_4_144&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5IxiJ%2FKwzVhAUUjOCuk8KXl8H25fRwnjsdOdEjdeUuaWVA%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Metronaut,"₹1,399",Men Self Design Formal Shirt
144,48% off,₹519,/highlander-men-solid-casual-blue-shirt/p/itmfdfd7xvuvqmmk?pid=SHTEHFZX9UFBY5FU&lid=LSTSHTEHFZX9UFBY5FUGVLNZ8&marketplace=FLIPKART&srno=s_4_145&otracker=search&otracker1=search&fm=organic&iid=961be226-3846-40eb-b1c8-26d7d4b0ed5b.SHTEHFZX9UFBY5FU.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Highlander,₹999,Men Solid Casual Mandarin Shirt
145,60% off,₹399,/try-men-solid-casual-maroon-blue-shirt/p/itmcedc114f6b365?pid=SHTFNRVMM4CSZHW4&lid=LSTSHTFNRVMM4CSZHW4KVBR2S&marketplace=FLIPKART&srno=s_4_146&otracker=search&otracker1=search&fm=organic&iid=2ebbd83f-3e32-4481-818d-4263db943bce.SHTFNRVMM4CSZHW4.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Try This,₹999,Men Solid Casual Shirt
146,72% off,₹432,/base-41-men-checkered-casual-blue-shirt/p/itmfg349zfatp4nw?pid=SHTFGFAH9FEZFBHC&lid=LSTSHTFGFAH9FEZFBHCOWCRUU&marketplace=FLIPKART&srno=s_4_147&otracker=search&otracker1=search&fm=organic&iid=a4a2d9f6-bc9d-4c3f-836d-1047034815aa.SHTFGFAH9FEZFBHC.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,BASE 41,"₹1,599",Men Checkered Casual Spread Shirt
147,73% off,₹404,/selvia-women-animal-print-printed-casual-brown-shirt/p/itmda47149b667c7?pid=SHTFMHXGMAWY3N6G&lid=LSTSHTFMHXGMAWY3N6GC0YGN0&marketplace=FLIPKART&srno=s_4_148&otracker=search&otracker1=search&fm=organic&iid=a47c216b-ac48-4d3b-a935-60d5dc58a34e.SHTFMHXGMAWY3N6G.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Selvia,"₹1,497","Women Animal Print, Printed Casual Slim Shirt"
148,75% off,₹599,/red-tape-men-polka-print-casual-blue-shirt/p/itm010c9a5afc9a2?pid=SHTFKZURFARGGHYF&lid=LSTSHTFKZURFARGGHYFPX72QH&marketplace=FLIPKART&srno=s_4_149&otracker=search&otracker1=search&fm=organic&iid=66a9ccd1-8524-4138-be29-ba127d295e6a.SHTFKZURFARGGHYF.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Red Tape,"₹2,399",Men Polka Print Casual Button Down Shirt
149,67% off,₹461,/metronaut-men-solid-formal-maroon-shirt/p/itmfh579nzsbehx8?pid=SHTFH579YCVFXX3R&lid=LSTSHTFH579YCVFXX3RYLOYS3&marketplace=FLIPKART&srno=s_4_150&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5Ix2lRYpZ%2BP0YGP2obgxjKiVfTD6IrqPtkTAgWhKHIsqsQ%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Metronaut,"₹1,399",Men Solid Formal Spread Shirt
150,60% off,₹519,/roadster-men-checkered-casual-brown-shirt/p/itm5687cb8b8850a?pid=SHTFKKC6CBR3ACEB&lid=LSTSHTFKKC6CBR3ACEBC0KGA6&marketplace=FLIPKART&srno=s_4_151&otracker=search&otracker1=search&fm=organic&iid=99e4aefd-b94c-4561-a87c-5a26dfe8a340.SHTFKKC6CBR3ACEB.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Roadster,"₹1,299",Men Checkered Casual Spread Shirt
151,41% off,₹294,/oglivay-men-striped-casual-red-white-shirt/p/itm03f33b3a67f4c?pid=SHTFKVXG6FKAZWU5&lid=LSTSHTFKVXG6FKAZWU5TO4TLR&marketplace=FLIPKART&srno=s_4_152&otracker=search&otracker1=search&fm=organic&iid=1181691b-8b05-41d7-913b-370115bc2134.SHTFKVXG6FKAZWU5.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Oglivay,₹499,Men Striped Casual Spread Shirt
152,79% off,₹398,/u-turn-men-solid-casual-blue-shirt/p/itmfa9g6hhyprray?pid=SHTFA9F6XYNGM65Z&lid=LSTSHTFA9F6XYNGM65ZRHE7QZ&marketplace=FLIPKART&srno=s_4_153&otracker=search&otracker1=search&fm=organic&iid=977745e0-df08-436c-be08-1fa399ee6960.SHTFA9F6XYNGM65Z.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,U TURN,"₹1,899",Men Solid Casual Mandarin Shirt
153,67% off,₹428,/metronaut-men-striped-formal-black-shirt/p/itmfh5b4tykx64yz?pid=SHTFH5GKNEQVU54G&lid=LSTSHTFH5GKNEQVU54GWHTQZT&marketplace=FLIPKART&srno=s_4_154&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5Ix52xlLiXONkM0%2F2KOMQOmviRQJ1FT3stjZUi6kCrLraA%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Metronaut,"₹1,299",Men Striped Formal Spread Shirt
154,60% off,₹519,/roadster-men-checkered-casual-dark-green-shirt/p/itm931121a91056b?pid=SHTFKKC7SFJG6GAG&lid=LSTSHTFKKC7SFJG6GAG2DZ1FY&marketplace=FLIPKART&srno=s_4_155&otracker=search&otracker1=search&fm=organic&iid=9245713b-c29d-4ae5-8ded-22571f855e06.SHTFKKC7SFJG6GAG.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Roadster,"₹1,299",Men Checkered Casual Spread Shirt
155,64% off,₹460,/nahiko-men-colorblocked-casual-pink-shirt/p/itmfbzemana9vpzk?pid=SHTFBYUAZE9YHCEG&lid=LSTSHTFBYUAZE9YHCEGNJZPHU&marketplace=FLIPKART&srno=s_4_156&otracker=search&otracker1=search&fm=organic&iid=f9848b4b-de98-4bba-98d0-dd86682dafe2.SHTFBYUAZE9YHCEG.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Nahiko,"₹1,299",Men Colorblocked Casual Button Down Shirt
156,53% off,₹657,/highlander-men-solid-casual-dark-blue-shirt/p/itmf9fugazughv9z?pid=SHTF9FUGKXTZGGRA&lid=LSTSHTF9FUGKXTZGGRAHEVZRV&marketplace=FLIPKART&srno=s_4_157&otracker=search&otracker1=search&fm=organic&iid=17f1220e-aac7-4d61-b478-33d1438a2ad2.SHTF9FUGKXTZGGRA.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Highlander,"₹1,399",Men Solid Casual Button Down Shirt
157,60% off,₹519,/roadster-men-checkered-casual-grey-shirt/p/itmcfc71de30b7a4?pid=SHTFKKC7BJMTC8DB&lid=LSTSHTFKKC7BJMTC8DBIETX7J&marketplace=FLIPKART&srno=s_4_158&otracker=search&otracker1=search&fm=organic&iid=389c9ef1-7746-4a54-a7a7-1d0d9bd7596b.SHTFKKC7BJMTC8DB.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Roadster,"₹1,299",Men Checkered Casual Spread Shirt
158,47% off,₹679,/dennis-lingo-men-checkered-casual-blue-yellow-shirt/p/itmf3x95g9ghfdzr?pid=SHTFFHNWWRD2XHEY&lid=LSTSHTFFHNWWRD2XHEYMFHD6L&marketplace=FLIPKART&srno=s_4_159&otracker=search&otracker1=search&fm=organic&iid=7f868af3-bddb-4faa-91ca-ec31c5e637bc.SHTFFHNWWRD2XHEY.SEARCH&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Dennis Lingo,"₹1,299",Men Checkered Casual Slim Shirt
159,57% off,₹558,/metronaut-men-solid-formal-white-shirt/p/itmfdpvpyfas6tk9?pid=SHTFDPVPZXEZ6EZU&lid=LSTSHTFDPVPZXEZ6EZULWXUTO&marketplace=FLIPKART&srno=s_4_160&otracker=search&otracker1=search&fm=organic&iid=en_UDlYiczsKxXthVqMZoIiL98DvCs2luLGsqXmq5hc5Iwmo4lXQMzQIDa%2FjfQ8N4RYg%2FzEWgCb6iPsyqWI7MSCeQ%3D%3D&ssid=bgs7oe19cg0000001580561290065&qH=514ca2b2d46ccf67,Metronaut,"₹1,299",Men Solid Formal Spread Shirt
